flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,packets_count,fwd_packets_count,bwd_packets_count,total_payload_bytes,fwd_total_payload_bytes,bwd_total_payload_bytes,payload_bytes_max,payload_bytes_min,payload_bytes_mean,payload_bytes_std,payload_bytes_variance,fwd_payload_bytes_max,fwd_payload_bytes_min,fwd_payload_bytes_mean,fwd_payload_bytes_std,fwd_payload_bytes_variance,bwd_payload_bytes_max,bwd_payload_bytes_min,bwd_payload_bytes_mean,bwd_payload_bytes_std,bwd_payload_bytes_variance,total_header_bytes,max_header_bytes,min_header_bytes,mean_header_bytes,std_header_bytes,fwd_total_header_bytes,fwd_max_header_bytes,fwd_min_header_bytes,fwd_mean_header_bytes,fwd_std_header_bytes,bwd_total_header_bytes,bwd_max_header_bytes,bwd_min_header_bytes,bwd_mean_header_bytes,bwd_std_header_bytes,fwd_avg_segment_size,bwd_avg_segment_size,avg_segment_size,fwd_init_win_bytes,bwd_init_win_bytes,active_min,active_max,active_mean,active_std,idle_min,idle_max,idle_mean,idle_std,bytes_rate,fwd_bytes_rate,bwd_bytes_rate,packets_rate,bwd_packets_rate,fwd_packets_rate,down_up_rate,avg_fwd_bytes_per_bulk,avg_fwd_packets_per_bulk,avg_fwd_bulk_rate,avg_bwd_bytes_per_bulk,avg_bwd_packets_bulk_rate,avg_bwd_bulk_rate,fwd_bulk_state_count,fwd_bulk_total_size,fwd_bulk_per_packet,fwd_bulk_duration,bwd_bulk_state_count,bwd_bulk_total_size,bwd_bulk_per_packet,bwd_bulk_duration,fin_flag_counts,psh_flag_counts,urg_flag_counts,ece_flag_counts,syn_flag_counts,ack_flag_counts,cwr_flag_counts,rst_flag_counts,fwd_fin_flag_counts,fwd_psh_flag_counts,fwd_urg_flag_counts,fwd_ece_flag_counts,fwd_syn_flag_counts,fwd_ack_flag_counts,fwd_cwr_flag_counts,fwd_rst_flag_counts,bwd_fin_flag_counts,bwd_psh_flag_counts,bwd_urg_flag_counts,bwd_ece_flag_counts,bwd_syn_flag_counts,bwd_ack_flag_counts,bwd_cwr_flag_counts,bwd_rst_flag_counts,packets_IAT_mean,packet_IAT_std,packet_IAT_max,packet_IAT_min,packet_IAT_total,fwd_packets_IAT_mean,fwd_packets_IAT_std,fwd_packets_IAT_max,fwd_packets_IAT_min,fwd_packets_IAT_total,bwd_packets_IAT_mean,bwd_packets_IAT_std,bwd_packets_IAT_max,bwd_packets_IAT_min,bwd_packets_IAT_total,subflow_fwd_packets,subflow_bwd_packets,subflow_fwd_bytes,subflow_bwd_bytes,label,flow_id
192.168.10.9_1858_205.174.165.73_8080_TCP_2017-07-07 09:05:45.218302,05:45.2,192.168.10.9,1858,205.174.165.73,8080,TCP,0.081676006,8,4,4,322,194,128,194,0,40.25,71.64103224,5132.4375,194,0,40.25,71.64103224,7056.75,194,0,40.25,71.64103224,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.5,32,40.25,8192,29200,0,0,0,0,0,0,0,0,3942.406277,2375.238565,1567.167713,97.94798204,48.97399102,48.97399102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.011668,0.02749896,0.079023123,4.91E-05,0.081676006,0.02699463,0.03774819,0.080377817,4.91E-05,0.080983877,0.02708236,0.03672967,0.079023123,0.000642061,0.081247091,0,0,0,0,Botnet_ARES,192.168.10.9_1858_205.174.165.73_8080_TCP_2017-07-07 09:05:45.218303
192.168.10.9_1859_205.174.165.73_8080_TCP_2017-07-07 09:05:55.311477,05:55.3,192.168.10.9,1859,205.174.165.73,8080,TCP,0.07990098,8,4,4,322,194,128,194,0,40.25,71.64103224,5132.4375,194,0,40.25,71.64103224,7056.75,194,0,40.25,71.64103224,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.5,32,40.25,8192,29200,0,0,0,0,0,0,0,0,4029.988118,2428.005264,1601.982854,100.1239284,50.0619642,50.0619642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01141443,0.02680339,0.077064991,4.01E-05,0.07990098,0.02644165,0.03685841,0.078565836,4.01E-05,0.079324961,0.02643967,0.03579955,0.077064991,0.000658989,0.079319,0,0,0,0,Botnet_ARES,192.168.10.9_1859_205.174.165.73_8080_TCP_2017-07-07 09:05:55.311478
192.168.10.9_1860_205.174.165.73_8080_TCP_2017-07-07 09:06:05.417740,06:05.4,192.168.10.9,1860,205.174.165.73,8080,TCP,0.074099779,8,4,4,322,194,128,194,0,40.25,71.64103224,5132.4375,194,0,40.25,71.64103224,7056.75,194,0,40.25,71.64103224,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.5,32,40.25,8192,29200,0,0,0,0,0,0,0,0,4345.492035,2618.091474,1727.40056,107.962535,53.98126752,53.98126752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01058568,0.02468954,0.071058035,9.61E-05,0.074099779,0.02445459,0.03403761,0.072589874,9.61E-05,0.073363781,0.02450864,0.03291788,0.071058035,0.000739098,0.073525906,0,0,0,0,Botnet_ARES,192.168.10.9_1860_205.174.165.73_8080_TCP_2017-07-07 09:06:05.417741
192.168.10.9_1861_205.174.165.73_8080_TCP_2017-07-07 09:06:15.497713,06:15.5,192.168.10.9,1861,205.174.165.73,8080,TCP,0.093632936,8,4,4,322,194,128,194,0,40.25,71.64103224,5132.4375,194,0,40.25,71.64103224,7056.75,194,0,40.25,71.64103224,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.5,32,40.25,8192,29200,0,0,0,0,0,0,0,0,3438.96082,2071.920494,1367.040326,85.44002037,42.72001019,42.72001019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01337613,0.03155973,0.090678215,7.49E-05,0.093632936,0.03103399,0.04315703,0.092065096,7.49E-05,0.093101978,0.0309337,0.04224669,0.090678215,0.000715971,0.092801094,0,0,0,0,Botnet_ARES,192.168.10.9_1861_205.174.165.73_8080_TCP_2017-07-07 09:06:15.497714
192.168.10.9_1991_205.174.165.73_8080_TCP_2017-07-07 09:06:25.591360,06:25.6,192.168.10.9,1991,205.174.165.73,8080,TCP,0.074816942,8,4,4,322,194,128,194,0,40.25,71.64103224,5132.4375,194,0,40.25,71.64103224,7056.75,194,0,40.25,71.64103224,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.5,32,40.25,8192,29200,0,0,0,0,0,0,0,0,4303.838014,2592.995574,1710.84244,106.9276525,53.46382626,53.46382626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01068813,0.02502628,0.071985006,4.60E-05,0.074816942,0.02475262,0.03450167,0.073544025,4.60E-05,0.074257851,0.02476199,0.03339411,0.071985006,0.000659943,0.074285984,0,0,0,0,Botnet_ARES,192.168.10.9_1991_205.174.165.73_8080_TCP_2017-07-07 09:06:25.591361
192.168.10.9_1993_205.174.165.73_8080_TCP_2017-07-07 09:06:35.668879,06:35.7,192.168.10.9,1993,205.174.165.73,8080,TCP,0.081263065,8,4,4,322,194,128,194,0,40.25,71.64103224,5132.4375,194,0,40.25,71.64103224,7056.75,194,0,40.25,71.64103224,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.5,32,40.25,8192,29200,0,0,0,0,0,0,0,0,3962.439746,2387.308419,1575.131328,98.44570798,49.22285399,49.22285399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01160901,0.027126,0.078048944,7.01E-05,0.081263065,0.02681931,0.03733673,0.079619884,7.01E-05,0.080457926,0.02686866,0.03619312,0.078048944,0.000689983,0.080605984,0,0,0,0,Botnet_ARES,192.168.10.9_1993_205.174.165.73_8080_TCP_2017-07-07 09:06:35.668880
192.168.10.15_51930_205.174.165.73_8080_TCP_2017-07-07 09:06:54.961923,06:55.0,192.168.10.15,51930,205.174.165.73,8080,TCP,0.071079016,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,4544.238502,2743.425721,1800.812781,112.5507988,56.27539941,56.27539941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01015415,0.02367657,0.068143129,5.51E-05,0.071079016,0.02350736,0.03276427,0.069841862,5.51E-05,0.07052207,0.02350465,0.03156757,0.068143129,0.000617981,0.070513964,0,0,0,0,Botnet_ARES,192.168.10.15_51930_205.174.165.73_8080_TCP_2017-07-07 09:06:54.961924
192.168.10.15_52040_205.174.165.73_8080_TCP_2017-07-07 09:07:15.158578,07:15.2,192.168.10.15,52040,205.174.165.73,8080,TCP,0.099042177,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,3261.23687,1968.858172,1292.378698,80.77366861,40.38683431,40.38683431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01414888,0.03346967,0.096128941,4.82E-05,0.099042177,0.03276873,0.0458391,0.097594023,4.82E-05,0.098306179,0.03281101,0.04477473,0.096128941,0.000609875,0.098433018,0,0,0,0,Botnet_ARES,192.168.10.15_52040_205.174.165.73_8080_TCP_2017-07-07 09:07:15.158579
192.168.10.15_52093_205.174.165.73_8080_TCP_2017-07-07 09:07:25.332394,07:25.3,192.168.10.15,52093,205.174.165.73,8080,TCP,0.067089081,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,4814.494342,2906.583272,1907.911071,119.2444419,59.62222096,59.62222096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.00958415,0.02144226,0.062095881,9.51E-05,0.067089081,0.02209202,0.02943801,0.063720942,0.000866175,0.066276073,0.02210601,0.02827836,0.062095881,0.00178504,0.066318035,0,0,0,0,Botnet_ARES,192.168.10.15_52093_205.174.165.73_8080_TCP_2017-07-07 09:07:25.332395
192.168.10.15_52140_205.174.165.73_8080_TCP_2017-07-07 09:07:55.501158,07:55.5,192.168.10.15,52140,205.174.165.73,8080,TCP,0.064632893,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,4997.455428,3017.039655,1980.415773,123.7759858,61.88799292,61.88799292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.00923327,0.02135908,0.061545849,4.05E-06,0.064632893,0.021281,0.0294736,0.062959909,4.05E-06,0.063843012,0.02128132,0.02847512,0.061545849,0.000579119,0.063843966,0,0,0,0,Botnet_ARES,192.168.10.15_52140_205.174.165.73_8080_TCP_2017-07-07 09:07:55.501159
192.168.10.15_52142_205.174.165.73_8080_TCP_2017-07-07 09:08:05.568448,08:05.6,192.168.10.15,52142,205.174.165.73,8080,TCP,0.146890879,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,2198.911212,1327.516057,871.395155,54.46219719,27.2310986,27.2310986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.02098441,0.05032756,0.144258976,2.86E-06,0.146890879,0.04879061,0.06857308,0.145766973,2.86E-06,0.146371841,0.04880428,0.06749779,0.144258976,0.000598907,0.146412849,0,0,0,0,Botnet_ARES,192.168.10.15_52142_205.174.165.73_8080_TCP_2017-07-07 09:08:05.568449
192.168.10.15_52148_205.174.165.73_8080_TCP_2017-07-07 09:08:15.723456,08:15.7,192.168.10.15,52148,205.174.165.73,8080,TCP,0.066962004,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.75,32,40.375,8192,29200,0,0,0,0,0,0,0,0,4823.631046,2912.099238,1911.531808,119.470738,59.73536899,59.73536899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.009566,0.02223575,0.064026833,1.79E-05,0.066962004,0.02212699,0.03074084,0.065598965,1.79E-05,0.066380978,0.02213097,0.02962755,0.064026833,0.000693083,0.066392899,0,0,0,0,Botnet_ARES,192.168.10.15_52148_205.174.165.73_8080_TCP_2017-07-07 09:08:15.723457
192.168.10.9_1997_205.174.165.73_8080_TCP_2017-07-07 09:08:15.765144,08:15.8,192.168.10.9,1997,205.174.165.73,8080,TCP,0.091974974,8,4,4,322,194,128,194,0,40.25,71.64103224,5132.4375,194,0,40.25,71.64103224,7056.75,194,0,40.25,71.64103224,3072,184,32,20,23,5.19615242,92,32,20,23,5.19615242,92,32,20,23,5.19615242,48.5,32,40.25,8192,29200,0,0,0,0,0,0,0,0,3500.952347,2109.269427,1391.682921,86.98018254,43.49009127,43.49009127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.01313928,0.03093039,0.088899136,7.51E-05,0.091974974,0.03041466,0.04253609,0.090569019,7.51E-05,0.091243982,0.0305047,0.04129286,0.088899136,0.000839949,0.091514111,0,0,0,0,Botnet_ARES,192.168.10.9_1997_205.174.165.73_8080_TCP_2017-07-07 09:08:15.765145
